task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,signal_block_required
SIG1231,AST0819,SEC069,Axle Counter,Track Circuit Maintenance,Receiver fault,1,CRITICAL,2025-02-22,2025-02-24,2025-03-01,4.0,4,HIGH,Scheduled,True
SIG1232,AST0734,SEC059,Communication Equipment,Interlocking Test,Route locking fault,3,MEDIUM,2025-04-05,2025-04-08,2025-05-07,9.6,3,MEDIUM,Cancelled,True
SIG1233,AST0719,SEC044,Level Crossing Equipment,Signal Inspection,Aspect error,3,MEDIUM,2025-09-11,2025-09-11,2025-09-25,5.5,5,MEDIUM,Scheduled,False
SIG1234,AST0894,SEC069,Communication Equipment,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-07-28,2025-07-30,2025-08-18,4.3,11,MEDIUM,Completed,False
SIG1235,AST0898,SEC073,Track Circuit,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-10-22,2025-10-23,2025-11-11,2.3,11,MEDIUM,Scheduled,True
SIG1236,AST0929,SEC029,Point Machine,Axle Counter Calibration,Cable fault,5,LOW,2025-06-02,2025-06-02,2025-07-28,2.6,14,LOW,Pending,True
SIG1237,AST0753,SEC003,Point Machine,Signal Inspection,Signal post tilt,3,MEDIUM,2025-03-14,2025-03-14,2025-04-11,3.5,3,MEDIUM,Pending,True
SIG1238,AST0870,SEC045,Communication Equipment,Axle Counter Calibration,Count error,5,LOW,2025-09-07,2025-09-10,2025-12-07,2.6,13,LOW,Cancelled,False
SIG1239,AST0836,SEC011,Interlocking,Signal Inspection,Signal post tilt,3,MEDIUM,2025-09-19,2025-09-22,2025-10-20,8.6,7,MEDIUM,Completed,False
SIG1240,AST0958,SEC058,Communication Equipment,Signal Inspection,Aspect error,3,MEDIUM,2025-10-25,2025-10-27,2025-11-11,5.4,10,MEDIUM,Cancelled,True
SIG1241,AST0877,SEC052,Relay,Point Machine Servicing,Detection rod issue,2,HIGH,2025-03-08,2025-03-11,2025-03-20,11.2,7,HIGH,Scheduled,False
SIG1242,AST0846,SEC021,Communication Equipment,Signal Inspection,Aspect error,2,HIGH,2025-06-09,2025-06-10,2025-06-22,1.1,2,HIGH,Scheduled,False
SIG1243,AST0925,SEC025,Relay,Track Circuit Maintenance,Receiver fault,1,CRITICAL,2025-11-14,2025-11-15,2025-11-22,5.5,4,HIGH,Scheduled,False
SIG1244,AST0718,SEC043,Communication Equipment,Axle Counter Calibration,Cable fault,1,CRITICAL,2025-07-26,2025-07-27,2025-08-03,2.7,2,HIGH,In Progress,True
SIG1245,AST0981,SEC006,Relay,Axle Counter Calibration,Sensor misalignment,2,HIGH,2025-12-11,2025-12-11,2025-12-26,8.9,14,HIGH,Scheduled,False
SIG1246,AST0896,SEC071,Signal,Track Circuit Maintenance,Insulation failure,2,HIGH,2025-06-03,2025-06-04,2025-06-15,3.2,2,HIGH,Scheduled,True
SIG1247,AST0955,SEC055,Axle Counter,Level Crossing Maintenance,Gate motor issue,4,LOW,2025-04-06,2025-04-09,2025-05-26,2.3,2,LOW,Cancelled,False
SIG1248,AST0768,SEC018,Signal,Signal Inspection,Lamp failure,2,HIGH,2025-03-19,2025-03-20,2025-03-27,4.5,13,HIGH,Pending,True
SIG1249,AST0965,SEC065,Relay,Signal Inspection,Aspect error,4,LOW,2025-02-06,2025-02-07,2025-03-30,6.2,3,LOW,Scheduled,True
SIG1250,AST0793,SEC043,Point Machine,Level Crossing Maintenance,Boom barrier fault,4,LOW,2025-01-28,2025-01-28,2025-03-05,1.5,13,LOW,Scheduled,True
SIG1251,AST0847,SEC022,Level Crossing Equipment,Relay Replacement,Contact oxidation,5,LOW,2025-07-15,2025-07-18,2025-09-02,3.6,13,LOW,Pending,False
SIG1252,AST0928,SEC028,Signal,Interlocking Test,Signal interlocking mismatch,4,LOW,2025-06-25,2025-06-28,2025-07-27,1.7,7,LOW,Completed,True
SIG1253,AST0759,SEC009,Level Crossing Equipment,Point Machine Servicing,Detection rod issue,4,LOW,2025-01-03,2025-01-06,2025-02-06,1.0,9,LOW,Completed,True
SIG1254,AST0891,SEC066,Axle Counter,Signal Inspection,Signal post tilt,4,LOW,2025-09-27,2025-09-29,2025-11-11,4.3,9,LOW,Completed,True
SIG1255,AST0877,SEC052,Relay,Axle Counter Calibration,Cable fault,4,LOW,2025-09-11,2025-09-12,2025-11-04,11.8,4,LOW,Scheduled,False
SIG1256,AST0744,SEC069,Signal,Communication Equipment Repair,Radio fault,2,HIGH,2025-09-25,2025-09-26,2025-10-05,2.1,6,HIGH,Cancelled,True
SIG1257,AST0909,SEC009,Relay,Interlocking Test,Route locking fault,5,LOW,2025-07-07,2025-07-09,2025-09-10,5.1,12,LOW,Completed,True
SIG1258,AST0720,SEC045,Signal,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-11-19,2025-11-22,2025-12-20,8.0,4,MEDIUM,Cancelled,True
SIG1259,AST0711,SEC036,Level Crossing Equipment,Interlocking Test,Logic error,1,CRITICAL,2025-04-11,2025-04-11,2025-04-18,5.7,13,HIGH,Completed,False
SIG1260,AST0753,SEC003,Point Machine,Point Machine Servicing,Motor fault,3,MEDIUM,2025-03-25,2025-03-25,2025-04-21,1.4,7,MEDIUM,Scheduled,True
SIG1261,AST0977,SEC002,Point Machine,Track Circuit Maintenance,Insulation failure,5,LOW,2025-10-06,2025-10-06,2025-11-21,8.6,15,LOW,Scheduled,True
SIG1262,AST0968,SEC068,Signal,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-12-12,2025-12-15,2026-01-08,2.0,11,MEDIUM,Pending,True
SIG1263,AST0821,SEC071,Relay,Signal Inspection,Lamp failure,3,MEDIUM,2025-02-18,2025-02-21,2025-03-20,10.6,9,MEDIUM,Scheduled,False
SIG1264,AST0939,SEC039,Axle Counter,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-02-28,2025-03-01,2025-03-20,11.6,14,MEDIUM,Scheduled,False
SIG1265,AST0816,SEC066,Signal,Signal Inspection,Signal post tilt,2,HIGH,2025-01-04,2025-01-06,2025-01-13,8.6,5,HIGH,Cancelled,True
SIG1266,AST0750,SEC075,Communication Equipment,Signal Inspection,Signal post tilt,3,MEDIUM,2025-02-17,2025-02-19,2025-03-19,10.4,11,MEDIUM,Completed,True
SIG1267,AST0803,SEC053,Axle Counter,Relay Replacement,Contact oxidation,4,LOW,2025-12-19,2025-12-21,2026-02-18,9.8,3,LOW,Pending,True
SIG1268,AST0966,SEC066,Communication Equipment,Communication Equipment Repair,OFC splice loss,3,MEDIUM,2025-06-10,2025-06-10,2025-07-08,7.1,11,MEDIUM,Pending,False
SIG1269,AST0916,SEC016,Interlocking,Point Machine Servicing,Detection rod issue,4,LOW,2025-04-07,2025-04-08,2025-06-06,2.4,6,LOW,Completed,True
SIG1270,AST0891,SEC066,Axle Counter,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-01-03,2025-01-03,2025-02-01,9.3,10,MEDIUM,In Progress,False
SIG1271,AST0780,SEC030,Interlocking,Relay Replacement,Coil failure,3,MEDIUM,2025-06-05,2025-06-07,2025-06-21,10.3,11,MEDIUM,Pending,True
SIG1272,AST0758,SEC008,Communication Equipment,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-10-20,2025-10-23,2025-11-17,8.4,6,MEDIUM,Scheduled,False
SIG1273,AST0948,SEC048,Interlocking,Relay Replacement,Coil failure,4,LOW,2025-11-16,2025-11-16,2025-12-22,3.2,4,LOW,Scheduled,True
SIG1274,AST0758,SEC008,Communication Equipment,Communication Equipment Repair,OFC splice loss,3,MEDIUM,2025-12-08,2025-12-08,2025-12-23,11.9,13,MEDIUM,Completed,False
SIG1275,AST0770,SEC020,Track Circuit,Track Circuit Maintenance,Feed-end issue,4,LOW,2025-07-07,2025-07-08,2025-08-30,4.8,5,LOW,Scheduled,True
SIG1276,AST0842,SEC017,Track Circuit,Level Crossing Maintenance,Bell failure,2,HIGH,2025-03-27,2025-03-29,2025-04-10,10.4,10,HIGH,Cancelled,True
SIG1277,AST0715,SEC040,Axle Counter,Axle Counter Calibration,Count error,5,LOW,2025-08-11,2025-08-11,2025-10-27,4.8,9,LOW,Completed,False
SIG1278,AST0995,SEC020,Axle Counter,Level Crossing Maintenance,Lighting defect,2,HIGH,2025-05-21,2025-05-23,2025-06-02,9.3,7,HIGH,Cancelled,False
SIG1279,AST0826,SEC001,Track Circuit,Interlocking Test,Route locking fault,5,LOW,2025-05-24,2025-05-25,2025-08-15,10.9,14,LOW,Scheduled,True
SIG1280,AST0955,SEC055,Axle Counter,Interlocking Test,Signal interlocking mismatch,3,MEDIUM,2025-08-28,2025-08-30,2025-09-24,6.9,12,MEDIUM,Scheduled,False
SIG1281,AST0901,SEC001,Relay,Track Circuit Maintenance,Receiver fault,4,LOW,2025-08-23,2025-08-25,2025-10-05,9.1,13,LOW,Scheduled,False
SIG1282,AST0985,SEC010,Point Machine,Communication Equipment Repair,Fiber break,2,HIGH,2025-03-01,2025-03-02,2025-03-10,4.6,2,HIGH,Pending,True
SIG1283,AST0822,SEC072,Communication Equipment,Signal Inspection,Lens damage,2,HIGH,2025-08-13,2025-08-14,2025-08-28,8.4,10,HIGH,In Progress,False
SIG1284,AST0944,SEC044,Signal,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-04-08,2025-04-10,2025-04-25,5.3,8,MEDIUM,Cancelled,True
SIG1285,AST0854,SEC029,Communication Equipment,Signal Inspection,Signal post tilt,2,HIGH,2025-12-09,2025-12-10,2025-12-25,9.9,5,HIGH,Pending,True
SIG1286,AST0819,SEC069,Axle Counter,Interlocking Test,Route locking fault,3,MEDIUM,2025-12-17,2025-12-18,2026-01-08,10.9,11,MEDIUM,Completed,False
SIG1287,AST0856,SEC031,Signal,Relay Replacement,Mechanical wear,3,MEDIUM,2025-10-23,2025-10-24,2025-11-16,11.8,15,MEDIUM,Completed,False
SIG1288,AST0991,SEC016,Level Crossing Equipment,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-03-31,2025-04-02,2025-04-21,4.9,9,MEDIUM,Pending,False
SIG1289,AST0757,SEC007,Relay,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-05-31,2025-06-02,2025-06-26,7.9,9,MEDIUM,Scheduled,True
SIG1290,AST0756,SEC006,Interlocking,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-07-29,2025-07-31,2025-08-30,1.5,8,MEDIUM,Completed,True
SIG1291,AST0712,SEC037,Signal,Axle Counter Calibration,Sensor misalignment,4,LOW,2025-11-07,2025-11-09,2025-12-17,4.4,5,LOW,Pending,True
SIG1292,AST0721,SEC046,Point Machine,Track Circuit Maintenance,Insulation failure,5,LOW,2025-08-12,2025-08-15,2025-09-28,3.6,15,LOW,Pending,True
SIG1293,AST0773,SEC023,Relay,Point Machine Servicing,Lock bar defect,4,LOW,2025-05-22,2025-05-23,2025-07-11,6.6,10,LOW,Completed,False
SIG1294,AST0851,SEC026,Axle Counter,Communication Equipment Repair,Fiber break,2,HIGH,2025-07-14,2025-07-14,2025-07-23,11.8,4,HIGH,Scheduled,False
SIG1295,AST0859,SEC034,Axle Counter,Signal Inspection,Lamp failure,4,LOW,2025-05-02,2025-05-03,2025-06-20,5.2,15,LOW,Cancelled,True
SIG1296,AST0717,SEC042,Relay,Interlocking Test,Signal interlocking mismatch,1,CRITICAL,2025-09-14,2025-09-15,2025-09-22,10.6,2,HIGH,Scheduled,False
SIG1297,AST0960,SEC060,Signal,Level Crossing Maintenance,Boom barrier fault,5,LOW,2025-09-08,2025-09-08,2025-11-17,11.5,4,LOW,Scheduled,True
SIG1298,AST0786,SEC036,Track Circuit,Level Crossing Maintenance,Boom barrier fault,2,HIGH,2025-07-13,2025-07-14,2025-07-21,6.6,6,HIGH,Completed,True
SIG1299,AST0780,SEC030,Interlocking,Point Machine Servicing,Clutch slip,1,CRITICAL,2025-04-28,2025-04-29,2025-05-02,5.4,14,HIGH,Cancelled,True
SIG1300,AST0797,SEC047,Relay,Point Machine Servicing,Detection rod issue,3,MEDIUM,2025-05-23,2025-05-24,2025-06-22,1.8,6,MEDIUM,In Progress,False
SIG1301,AST0895,SEC070,Level Crossing Equipment,Signal Inspection,Aspect error,5,LOW,2025-01-01,2025-01-04,2025-03-01,11.4,5,LOW,Scheduled,False
SIG1302,AST0936,SEC036,Signal,Relay Replacement,Mechanical wear,4,LOW,2025-06-19,2025-06-22,2025-07-28,10.3,9,LOW,Completed,True
SIG1303,AST0885,SEC060,Relay,Axle Counter Calibration,Count error,3,MEDIUM,2025-09-21,2025-09-21,2025-10-08,7.7,4,MEDIUM,Scheduled,False
SIG1304,AST0798,SEC048,Communication Equipment,Relay Replacement,Mechanical wear,4,LOW,2025-01-30,2025-02-02,2025-02-28,5.2,8,LOW,Cancelled,False
SIG1305,AST0981,SEC006,Relay,Point Machine Servicing,Motor fault,3,MEDIUM,2025-10-21,2025-10-23,2025-11-10,9.1,4,MEDIUM,Pending,True
SIG1306,AST0822,SEC072,Communication Equipment,Relay Replacement,Mechanical wear,3,MEDIUM,2025-07-18,2025-07-20,2025-08-06,5.9,9,MEDIUM,Completed,False
SIG1307,AST0790,SEC040,Communication Equipment,Axle Counter Calibration,Cable fault,5,LOW,2025-05-07,2025-05-09,2025-07-28,3.8,9,LOW,Completed,False
SIG1308,AST0864,SEC039,Signal,Track Circuit Maintenance,Receiver fault,3,MEDIUM,2025-12-19,2025-12-20,2026-01-12,8.8,10,MEDIUM,Pending,False
SIG1309,AST0940,SEC040,Interlocking,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-09-15,2025-09-16,2025-10-16,2.9,12,MEDIUM,Pending,True
SIG1310,AST0850,SEC025,Track Circuit,Relay Replacement,Contact oxidation,4,LOW,2025-11-16,2025-11-19,2025-12-21,7.1,13,LOW,Scheduled,True
SIG1311,AST0931,SEC031,Axle Counter,Level Crossing Maintenance,Lighting defect,4,LOW,2025-04-01,2025-04-04,2025-05-08,3.5,13,LOW,Scheduled,False
SIG1312,AST0947,SEC047,Axle Counter,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-10-01,2025-10-03,2025-10-22,1.5,3,MEDIUM,In Progress,False
SIG1313,AST0706,SEC031,Track Circuit,Interlocking Test,Overlap fault,1,CRITICAL,2025-01-27,2025-01-28,2025-02-04,3.4,13,HIGH,Pending,True
SIG1314,AST0715,SEC040,Axle Counter,Relay Replacement,Timing drift,2,HIGH,2025-04-24,2025-04-24,2025-05-06,1.8,7,HIGH,Scheduled,True
SIG1315,AST0904,SEC004,Signal,Point Machine Servicing,Clutch slip,3,MEDIUM,2025-02-25,2025-02-25,2025-03-25,2.6,3,MEDIUM,Scheduled,True
SIG1316,AST0769,SEC019,Point Machine,Level Crossing Maintenance,Gate motor issue,1,CRITICAL,2025-08-12,2025-08-12,2025-08-17,4.3,4,HIGH,Scheduled,True
SIG1317,AST0811,SEC061,Axle Counter,Track Circuit Maintenance,Receiver fault,1,CRITICAL,2025-05-23,2025-05-26,2025-05-29,6.8,10,HIGH,In Progress,False
SIG1318,AST0863,SEC038,Level Crossing Equipment,Interlocking Test,Signal interlocking mismatch,2,HIGH,2025-08-17,2025-08-20,2025-08-31,9.0,7,HIGH,Pending,False
SIG1319,AST0727,SEC052,Level Crossing Equipment,Signal Inspection,Signal post tilt,1,CRITICAL,2025-03-01,2025-03-03,2025-03-09,1.4,13,HIGH,Scheduled,True
SIG1320,AST0783,SEC033,Level Crossing Equipment,Relay Replacement,Coil failure,5,LOW,2025-05-19,2025-05-22,2025-07-01,5.4,2,LOW,Pending,True
SIG1321,AST0895,SEC070,Level Crossing Equipment,Interlocking Test,Signal interlocking mismatch,1,CRITICAL,2025-05-30,2025-05-30,2025-06-06,7.4,2,HIGH,In Progress,False
SIG1322,AST0933,SEC033,Relay,Track Circuit Maintenance,Bonding defect,4,LOW,2025-10-10,2025-10-10,2025-12-08,8.3,11,LOW,Scheduled,False
SIG1323,AST0784,SEC034,Signal,Signal Inspection,Signal post tilt,2,HIGH,2025-01-26,2025-01-27,2025-02-11,11.0,3,HIGH,Pending,True
SIG1324,AST0842,SEC017,Track Circuit,Signal Inspection,Signal post tilt,2,HIGH,2025-02-07,2025-02-08,2025-02-23,10.2,4,HIGH,Completed,True
SIG1325,AST0871,SEC046,Level Crossing Equipment,Communication Equipment Repair,Fiber break,2,HIGH,2025-10-30,2025-10-31,2025-11-15,1.1,15,HIGH,Completed,True
SIG1326,AST0944,SEC044,Signal,Interlocking Test,Overlap fault,2,HIGH,2025-06-19,2025-06-21,2025-06-29,4.5,9,HIGH,Completed,True
SIG1327,AST0851,SEC026,Axle Counter,Axle Counter Calibration,Reset failure,1,CRITICAL,2025-12-13,2025-12-13,2025-12-18,5.8,3,HIGH,In Progress,True
SIG1328,AST0729,SEC054,Point Machine,Level Crossing Maintenance,Boom barrier fault,3,MEDIUM,2025-10-29,2025-10-29,2025-11-28,8.1,8,MEDIUM,Pending,True
SIG1329,AST0773,SEC023,Relay,Signal Inspection,Signal post tilt,2,HIGH,2025-09-16,2025-09-16,2025-09-28,4.2,7,HIGH,In Progress,False
SIG1330,AST0728,SEC053,Signal,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-03-26,2025-03-26,2025-04-19,10.4,12,MEDIUM,Pending,True
SIG1331,AST0765,SEC015,Relay,Track Circuit Maintenance,Bonding defect,3,MEDIUM,2025-04-04,2025-04-04,2025-04-26,7.5,9,MEDIUM,Completed,False
SIG1332,AST0728,SEC053,Signal,Level Crossing Maintenance,Bell failure,4,LOW,2025-04-25,2025-04-28,2025-06-03,1.2,12,LOW,Pending,True
SIG1333,AST0722,SEC047,Track Circuit,Relay Replacement,Contact oxidation,3,MEDIUM,2025-03-16,2025-03-18,2025-04-07,9.1,3,MEDIUM,Cancelled,True
SIG1334,AST0825,SEC075,Point Machine,Axle Counter Calibration,Count error,4,LOW,2025-05-18,2025-05-18,2025-07-01,12.0,9,LOW,Pending,True
SIG1335,AST0743,SEC068,Level Crossing Equipment,Level Crossing Maintenance,Lighting defect,3,MEDIUM,2025-12-05,2025-12-08,2025-12-28,1.6,6,MEDIUM,Completed,False
SIG1336,AST0738,SEC063,Track Circuit,Relay Replacement,Contact oxidation,3,MEDIUM,2025-08-06,2025-08-07,2025-08-30,3.5,7,MEDIUM,Pending,True
SIG1337,AST0990,SEC015,Communication Equipment,Point Machine Servicing,Detection rod issue,2,HIGH,2025-07-10,2025-07-13,2025-07-26,11.9,6,HIGH,Completed,False
SIG1338,AST0974,SEC074,Communication Equipment,Point Machine Servicing,Lock bar defect,3,MEDIUM,2025-04-29,2025-04-29,2025-05-18,7.9,9,MEDIUM,Cancelled,False
SIG1339,AST0940,SEC040,Interlocking,Interlocking Test,Logic error,3,MEDIUM,2025-05-20,2025-05-20,2025-06-06,2.5,14,MEDIUM,Scheduled,True
SIG1340,AST0954,SEC054,Track Circuit,Axle Counter Calibration,Reset failure,1,CRITICAL,2025-07-03,2025-07-04,2025-07-07,1.9,14,HIGH,Scheduled,True
SIG1341,AST0937,SEC037,Point Machine,Track Circuit Maintenance,Bonding defect,2,HIGH,2025-03-05,2025-03-06,2025-03-21,7.8,4,HIGH,Pending,True
SIG1342,AST0802,SEC052,Track Circuit,Relay Replacement,Timing drift,3,MEDIUM,2025-12-02,2025-12-05,2025-12-19,11.3,5,MEDIUM,Cancelled,True
SIG1343,AST0773,SEC023,Relay,Track Circuit Maintenance,Feed-end issue,4,LOW,2025-02-21,2025-02-24,2025-03-26,10.4,5,LOW,Completed,True
SIG1344,AST0735,SEC060,Level Crossing Equipment,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,2025-03-31,2025-03-31,2025-04-15,11.6,11,MEDIUM,Completed,False
SIG1345,AST0890,SEC065,Track Circuit,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,2025-12-14,2025-12-14,2026-01-01,8.5,2,MEDIUM,Completed,True
SIG1346,AST0854,SEC029,Communication Equipment,Axle Counter Calibration,Sensor misalignment,2,HIGH,2025-01-18,2025-01-18,2025-01-31,7.2,4,HIGH,Completed,False
SIG1347,AST0708,SEC033,Interlocking,Axle Counter Calibration,Count error,3,MEDIUM,2025-11-03,2025-11-03,2025-11-24,4.5,11,MEDIUM,Pending,True
SIG1348,AST0923,SEC023,Axle Counter,Track Circuit Maintenance,Feed-end issue,5,LOW,2025-02-02,2025-02-04,2025-03-25,3.2,9,LOW,Pending,False
SIG1349,AST0935,SEC035,Level Crossing Equipment,Relay Replacement,Coil failure,4,LOW,2025-10-01,2025-10-01,2025-10-31,4.6,14,LOW,Completed,True
SIG1350,AST0802,SEC052,Track Circuit,Axle Counter Calibration,Reset failure,3,MEDIUM,2025-05-31,2025-05-31,2025-06-26,7.8,12,MEDIUM,Cancelled,True
SIG1351,AST0917,SEC017,Relay,Level Crossing Maintenance,Boom barrier fault,3,MEDIUM,2025-10-30,2025-10-30,2025-11-25,1.4,7,MEDIUM,In Progress,False
SIG1352,AST0747,SEC072,Axle Counter,Interlocking Test,Overlap fault,3,MEDIUM,2025-11-21,2025-11-22,2025-12-20,6.1,11,MEDIUM,Pending,True
SIG1353,AST0992,SEC017,Signal,Communication Equipment Repair,Fiber break,1,CRITICAL,2025-02-03,2025-02-03,2025-02-06,2.9,14,HIGH,Completed,True
SIG1354,AST0790,SEC040,Communication Equipment,Track Circuit Maintenance,Insulation failure,3,MEDIUM,2025-09-13,2025-09-13,2025-10-04,8.1,5,MEDIUM,Scheduled,False
SIG1355,AST0861,SEC036,Relay,Level Crossing Maintenance,Bell failure,3,MEDIUM,2025-11-25,2025-11-27,2025-12-20,8.8,12,MEDIUM,Pending,False
SIG1356,AST0961,SEC061,Point Machine,Axle Counter Calibration,Cable fault,3,MEDIUM,2025-10-26,2025-10-26,2025-11-12,10.9,13,MEDIUM,Pending,False
SIG1357,AST0930,SEC030,Track Circuit,Point Machine Servicing,Clutch slip,4,LOW,2025-10-15,2025-10-17,2025-12-08,10.8,4,LOW,Pending,True
SIG1358,AST1000,SEC025,Signal,Relay Replacement,Mechanical wear,4,LOW,2025-01-14,2025-01-16,2025-02-13,7.2,5,LOW,Cancelled,True
SIG1359,AST0891,SEC066,Axle Counter,Signal Inspection,Lamp failure,4,LOW,2025-04-09,2025-04-09,2025-05-27,8.9,8,LOW,Completed,True
SIG1360,AST0725,SEC050,Relay,Track Circuit Maintenance,Feed-end issue,4,LOW,2025-07-31,2025-08-01,2025-09-07,6.9,3,LOW,Scheduled,False
SIG1361,AST0909,SEC009,Relay,Interlocking Test,Route locking fault,3,MEDIUM,2025-04-07,2025-04-07,2025-04-28,4.2,10,MEDIUM,Scheduled,False
SIG1362,AST0788,SEC038,Interlocking,Interlocking Test,Overlap fault,5,LOW,2025-08-26,2025-08-28,2025-11-16,1.1,13,LOW,Completed,True
SIG1363,AST0998,SEC023,Communication Equipment,Point Machine Servicing,Clutch slip,4,LOW,2025-04-11,2025-04-11,2025-05-23,8.5,14,LOW,Scheduled,False
SIG1364,AST0963,SEC063,Axle Counter,Level Crossing Maintenance,Lighting defect,2,HIGH,2025-06-25,2025-06-27,2025-07-07,4.1,11,HIGH,Completed,False
SIG1365,AST0784,SEC034,Signal,Level Crossing Maintenance,Boom barrier fault,3,MEDIUM,2025-08-21,2025-08-21,2025-09-09,11.9,14,MEDIUM,Completed,True
SIG1366,AST0831,SEC006,Level Crossing Equipment,Track Circuit Maintenance,Insulation failure,2,HIGH,2025-03-11,2025-03-14,2025-03-26,2.5,15,HIGH,Pending,True
SIG1367,AST0972,SEC072,Interlocking,Level Crossing Maintenance,Lighting defect,2,HIGH,2025-02-14,2025-02-16,2025-02-25,8.3,7,HIGH,Pending,True
SIG1368,AST0940,SEC040,Interlocking,Communication Equipment Repair,Control phone failure,3,MEDIUM,2025-01-09,2025-01-09,2025-02-01,7.9,9,MEDIUM,Pending,True
SIG1369,AST0780,SEC030,Interlocking,Interlocking Test,Overlap fault,3,MEDIUM,2025-07-06,2025-07-09,2025-08-07,4.0,13,MEDIUM,In Progress,True
SIG1370,AST0742,SEC067,Communication Equipment,Axle Counter Calibration,Count error,2,HIGH,2025-01-23,2025-01-26,2025-02-06,8.1,2,HIGH,Completed,False
SIG1371,AST0898,SEC073,Track Circuit,Interlocking Test,Overlap fault,3,MEDIUM,2025-04-09,2025-04-11,2025-04-25,5.2,6,MEDIUM,Pending,True
SIG1372,AST0777,SEC027,Point Machine,Signal Inspection,Lens damage,4,LOW,2025-09-07,2025-09-10,2025-10-05,1.0,12,LOW,Completed,True
SIG1373,AST0847,SEC022,Level Crossing Equipment,Relay Replacement,Contact oxidation,5,LOW,2025-06-29,2025-06-30,2025-08-20,8.0,13,LOW,Completed,False
SIG1374,AST0993,SEC018,Point Machine,Signal Inspection,Aspect error,2,HIGH,2025-03-16,2025-03-16,2025-03-24,4.5,15,HIGH,Completed,True
SIG1375,AST0900,SEC075,Interlocking,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-08-28,2025-08-30,2025-09-16,7.6,15,MEDIUM,Pending,True
SIG1376,AST0996,SEC021,Interlocking,Relay Replacement,Contact oxidation,2,HIGH,2025-10-08,2025-10-09,2025-10-22,2.7,2,HIGH,Completed,True
SIG1377,AST0794,SEC044,Track Circuit,Relay Replacement,Coil failure,3,MEDIUM,2025-04-17,2025-04-20,2025-05-14,9.2,8,MEDIUM,In Progress,False
SIG1378,AST0884,SEC059,Interlocking,Communication Equipment Repair,Radio fault,2,HIGH,2025-03-31,2025-03-31,2025-04-09,7.2,6,HIGH,Cancelled,True
SIG1379,AST0951,SEC051,Level Crossing Equipment,Interlocking Test,Overlap fault,2,HIGH,2025-05-27,2025-05-29,2025-06-11,1.1,13,HIGH,Completed,True
SIG1380,AST0825,SEC075,Point Machine,Axle Counter Calibration,Sensor misalignment,2,HIGH,2025-12-08,2025-12-08,2025-12-20,1.7,3,HIGH,Pending,False
SIG1381,AST0735,SEC060,Level Crossing Equipment,Axle Counter Calibration,Count error,4,LOW,2025-10-01,2025-10-04,2025-11-13,12.0,4,LOW,Scheduled,True
SIG1382,AST0821,SEC071,Relay,Point Machine Servicing,Lock bar defect,2,HIGH,2025-02-13,2025-02-15,2025-02-22,4.6,4,HIGH,Completed,False
SIG1383,AST0842,SEC017,Track Circuit,Interlocking Test,Logic error,2,HIGH,2025-01-18,2025-01-19,2025-01-28,8.8,6,HIGH,Completed,True
SIG1384,AST0854,SEC029,Communication Equipment,Signal Inspection,Aspect error,3,MEDIUM,2025-10-27,2025-10-28,2025-11-21,5.4,7,MEDIUM,Scheduled,False
SIG1385,AST0727,SEC052,Level Crossing Equipment,Relay Replacement,Timing drift,4,LOW,2025-12-08,2025-12-09,2026-02-03,6.7,6,LOW,Completed,True
SIG1386,AST0747,SEC072,Axle Counter,Track Circuit Maintenance,Bonding defect,4,LOW,2025-01-29,2025-01-30,2025-03-13,7.0,3,LOW,Completed,False
SIG1387,AST0938,SEC038,Track Circuit,Communication Equipment Repair,Fiber break,3,MEDIUM,2025-06-10,2025-06-10,2025-06-27,5.1,5,MEDIUM,Completed,True
SIG1388,AST0910,SEC010,Communication Equipment,Communication Equipment Repair,Radio fault,4,LOW,2025-08-15,2025-08-17,2025-10-08,6.3,9,LOW,Scheduled,False
SIG1389,AST0764,SEC014,Interlocking,Communication Equipment Repair,Radio fault,3,MEDIUM,2025-07-24,2025-07-26,2025-08-23,3.6,8,MEDIUM,Cancelled,True
SIG1390,AST0793,SEC043,Point Machine,Relay Replacement,Coil failure,3,MEDIUM,2025-11-09,2025-11-10,2025-12-08,7.6,7,MEDIUM,Completed,True
