task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status
ENG2090,AST0193,SEC043,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-09-24,2025-09-27,2025-10-17,3.9,3,MEDIUM,Scheduled
ENG2091,AST0098,SEC023,Rail Inspection,Surface defect,5,LOW,2025-06-06,2025-06-08,2025-08-18,6.0,14,LOW,In Progress
ENG2092,AST0148,SEC073,Track Geometry Correction,Twist fault,4,LOW,2025-06-29,2025-06-29,2025-08-18,7.3,3,LOW,In Progress
ENG2093,AST0040,SEC040,Rail Replacement,Severely worn rail,2,HIGH,2025-04-25,2025-04-25,2025-05-10,5.9,15,HIGH,Pending
ENG2094,AST0010,SEC010,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-02-11,2025-02-12,2025-03-02,7.2,9,MEDIUM,Completed
ENG2095,AST0286,SEC061,Rail Replacement,End-post fracture,4,LOW,2025-10-18,2025-10-18,2025-12-06,3.4,5,LOW,Completed
ENG2096,AST0335,SEC035,Turnout Maintenance,Check rail gap,4,LOW,2025-09-16,2025-09-17,2025-11-03,3.6,3,LOW,Completed
ENG2097,AST0390,SEC015,Sleeper Replacement,Broken concrete sleeper,1,CRITICAL,2025-08-12,2025-08-12,2025-08-15,10.9,14,HIGH,In Progress
ENG2098,AST0100,SEC025,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-08-15,2025-08-16,2025-08-30,10.0,13,MEDIUM,Completed
ENG2099,AST0131,SEC056,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-04-23,2025-04-23,2025-05-02,10.1,7,HIGH,Scheduled
ENG2100,AST0274,SEC049,Welding,Weld crack,3,MEDIUM,2025-05-31,2025-06-02,2025-06-27,1.4,3,MEDIUM,Pending
ENG2101,AST0215,SEC065,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-10-18,2025-10-21,2025-11-08,11.3,2,MEDIUM,In Progress
ENG2102,AST0369,SEC069,Ballast Maintenance,Fouled ballast,4,LOW,2025-04-23,2025-04-25,2025-06-05,1.9,8,LOW,Pending
ENG2103,AST0237,SEC012,Ballast Maintenance,Drainage blockage,2,HIGH,2025-11-25,2025-11-28,2025-12-12,10.7,6,HIGH,Pending
ENG2104,AST0185,SEC035,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-06-25,2025-06-26,2025-07-06,8.5,14,HIGH,Cancelled
ENG2105,AST0115,SEC040,Turnout Maintenance,Switch tongue wear,2,HIGH,2025-01-29,2025-01-30,2025-02-13,4.1,7,HIGH,Pending
ENG2106,AST0130,SEC055,Rail Replacement,Severely worn rail,5,LOW,2025-02-01,2025-02-01,2025-03-28,9.8,6,LOW,Completed
ENG2107,AST0003,SEC003,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-08-20,2025-08-22,2025-09-15,10.8,4,MEDIUM,Pending
ENG2108,AST0298,SEC073,Track Alignment,Buckling risk,5,LOW,2025-02-18,2025-02-19,2025-05-14,9.6,14,LOW,Completed
ENG2109,AST0177,SEC027,Track Alignment,Lateral misalignment,4,LOW,2025-12-09,2025-12-12,2026-01-16,11.5,13,LOW,Completed
ENG2110,AST0169,SEC019,Sleeper Replacement,Cracked sleeper,4,LOW,2025-09-11,2025-09-13,2025-10-15,10.1,8,LOW,Pending
ENG2111,AST0327,SEC027,Track Alignment,Lateral misalignment,3,MEDIUM,2025-10-29,2025-10-31,2025-11-26,7.6,13,MEDIUM,Cancelled
ENG2112,AST0145,SEC070,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-08-20,2025-08-20,2025-09-17,9.5,14,MEDIUM,Pending
ENG2113,AST0006,SEC006,Ballast Maintenance,Insufficient ballast,1,CRITICAL,2025-06-15,2025-06-16,2025-06-20,3.3,5,HIGH,Scheduled
ENG2114,AST0033,SEC033,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-08-16,2025-08-16,2025-10-07,11.5,12,LOW,Completed
ENG2115,AST0211,SEC061,Track Geometry Correction,Alignment defect,4,LOW,2025-09-24,2025-09-26,2025-10-28,7.9,9,LOW,Completed
ENG2116,AST0154,SEC004,Welding,Misaligned weld,3,MEDIUM,2025-03-27,2025-03-30,2025-04-18,2.0,14,MEDIUM,Cancelled
ENG2117,AST0302,SEC002,Welding,Thermit weld defect,4,LOW,2025-11-24,2025-11-24,2026-01-16,10.1,9,LOW,In Progress
ENG2118,AST0031,SEC031,Rail Inspection,Gauge deviation,1,CRITICAL,2025-03-24,2025-03-26,2025-03-31,2.9,14,HIGH,Completed
ENG2119,AST0300,SEC075,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-04-15,2025-04-15,2025-05-03,8.4,6,MEDIUM,Scheduled
ENG2120,AST0287,SEC062,Sleeper Replacement,Cracked sleeper,5,LOW,2025-05-08,2025-05-11,2025-07-31,10.6,10,LOW,Cancelled
ENG2121,AST0182,SEC032,Turnout Maintenance,Point mechanism fault,4,LOW,2025-09-14,2025-09-14,2025-11-01,7.4,14,LOW,Pending
ENG2122,AST0184,SEC034,Rail Inspection,Surface defect,1,CRITICAL,2025-05-11,2025-05-11,2025-05-14,7.4,13,HIGH,Cancelled
ENG2123,AST0352,SEC052,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-02-20,2025-02-22,2025-03-19,1.8,13,LOW,Pending
ENG2124,AST0175,SEC025,Rail Inspection,Gauge deviation,5,LOW,2025-08-21,2025-08-22,2025-10-29,10.7,12,LOW,Scheduled
ENG2125,AST0085,SEC010,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-03-05,2025-03-05,2025-03-13,5.6,5,HIGH,In Progress
ENG2126,AST0264,SEC039,Rail Inspection,Corrugation,1,CRITICAL,2025-01-16,2025-01-17,2025-01-20,8.9,8,HIGH,Completed
ENG2127,AST0147,SEC072,Welding,Misaligned weld,4,LOW,2025-01-16,2025-01-17,2025-03-06,5.4,12,LOW,In Progress
ENG2128,AST0314,SEC014,Track Geometry Correction,Twist fault,4,LOW,2025-04-28,2025-04-28,2025-05-27,12.0,4,LOW,Pending
ENG2129,AST0049,SEC049,Turnout Maintenance,Point mechanism fault,2,HIGH,2025-08-25,2025-08-28,2025-09-06,5.6,13,HIGH,Pending
ENG2130,AST0218,SEC068,Rail Replacement,Rail end batter,1,CRITICAL,2025-01-08,2025-01-09,2025-01-16,3.2,12,HIGH,In Progress
ENG2131,AST0042,SEC042,Track Alignment,Lateral misalignment,4,LOW,2025-06-30,2025-07-01,2025-08-03,5.6,13,LOW,Pending
ENG2132,AST0305,SEC005,Track Alignment,Cant deficiency,4,LOW,2025-11-21,2025-11-22,2026-01-03,7.8,12,LOW,Completed
ENG2133,AST0066,SEC066,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-09-10,2025-09-10,2025-09-21,8.1,9,HIGH,Completed
ENG2134,AST0350,SEC050,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-05-20,2025-05-21,2025-06-17,3.5,8,MEDIUM,Pending
ENG2135,AST0096,SEC021,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-05-02,2025-05-03,2025-05-22,6.8,11,MEDIUM,Scheduled
ENG2136,AST0225,SEC075,Track Geometry Correction,Twist fault,4,LOW,2025-10-04,2025-10-04,2025-11-21,10.3,4,LOW,Pending
ENG2137,AST0232,SEC007,Rail Replacement,Broken rail,2,HIGH,2025-06-26,2025-06-27,2025-07-07,8.7,5,HIGH,Scheduled
ENG2138,AST0359,SEC059,Sleeper Replacement,Cracked sleeper,5,LOW,2025-06-01,2025-06-04,2025-07-25,3.9,13,LOW,Completed
ENG2139,AST0066,SEC066,Welding,Weld depression,1,CRITICAL,2025-03-16,2025-03-19,2025-03-25,11.4,15,HIGH,Pending
ENG2140,AST0344,SEC044,Track Alignment,Buckling risk,3,MEDIUM,2025-10-28,2025-10-30,2025-11-20,9.8,10,MEDIUM,Cancelled
ENG2141,AST0088,SEC013,Rail Replacement,Rail end batter,4,LOW,2025-04-14,2025-04-16,2025-05-22,5.0,4,LOW,Cancelled
ENG2142,AST0390,SEC015,Rail Inspection,Surface defect,4,LOW,2025-09-07,2025-09-09,2025-10-09,4.4,3,LOW,Completed
ENG2143,AST0022,SEC022,Track Alignment,Lateral misalignment,4,LOW,2025-03-27,2025-03-29,2025-05-02,2.3,2,LOW,Pending
ENG2144,AST0167,SEC017,Rail Inspection,Gauge deviation,4,LOW,2025-08-27,2025-08-30,2025-10-21,4.9,9,LOW,Pending
ENG2145,AST0161,SEC011,Turnout Maintenance,Crossing nose defect,4,LOW,2025-06-27,2025-06-27,2025-07-31,7.2,2,LOW,Scheduled
ENG2146,AST0370,SEC070,Welding,Weld depression,1,CRITICAL,2025-03-06,2025-03-07,2025-03-10,7.2,9,HIGH,Cancelled
ENG2147,AST0198,SEC048,Ballast Maintenance,Insufficient ballast,1,CRITICAL,2025-04-26,2025-04-26,2025-05-02,1.7,2,HIGH,In Progress
ENG2148,AST0114,SEC039,Welding,Misaligned weld,4,LOW,2025-06-24,2025-06-25,2025-07-25,7.6,2,LOW,Cancelled
ENG2149,AST0162,SEC012,Welding,Weld depression,4,LOW,2025-05-04,2025-05-06,2025-06-09,7.4,9,LOW,Completed
ENG2150,AST0381,SEC006,Welding,Weld depression,4,LOW,2025-03-04,2025-03-06,2025-04-30,5.2,5,LOW,Completed
ENG2151,AST0261,SEC036,Track Alignment,Cant deficiency,4,LOW,2025-03-11,2025-03-12,2025-05-10,8.3,12,LOW,Completed
ENG2152,AST0247,SEC022,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-04-20,2025-04-21,2025-04-29,6.7,7,HIGH,Pending
ENG2153,AST0088,SEC013,Track Geometry Correction,Gauge irregularity,5,LOW,2025-01-27,2025-01-27,2025-04-12,4.4,15,LOW,Scheduled
ENG2154,AST0057,SEC057,Track Geometry Correction,Gauge irregularity,4,LOW,2025-09-01,2025-09-02,2025-10-17,9.0,10,LOW,Pending
ENG2155,AST0194,SEC044,Turnout Maintenance,Crossing nose defect,5,LOW,2025-05-10,2025-05-11,2025-07-05,10.8,3,LOW,In Progress
ENG2156,AST0186,SEC036,Track Alignment,Vertical misalignment,4,LOW,2025-04-02,2025-04-04,2025-05-16,7.2,4,LOW,Scheduled
ENG2157,AST0252,SEC027,Track Alignment,Cant deficiency,3,MEDIUM,2025-03-26,2025-03-28,2025-04-21,5.3,7,MEDIUM,Completed
ENG2158,AST0230,SEC005,Welding,Weld crack,3,MEDIUM,2025-06-09,2025-06-09,2025-06-28,7.8,12,MEDIUM,Scheduled
ENG2159,AST0136,SEC061,Rail Inspection,Surface defect,3,MEDIUM,2025-01-02,2025-01-02,2025-01-25,4.0,4,MEDIUM,Scheduled
ENG2160,AST0216,SEC066,Welding,Weld depression,3,MEDIUM,2025-08-21,2025-08-21,2025-09-13,2.1,6,MEDIUM,Completed
ENG2161,AST0279,SEC054,Turnout Maintenance,Check rail gap,2,HIGH,2025-12-19,2025-12-20,2025-12-29,6.3,8,HIGH,Completed
ENG2162,AST0137,SEC062,Track Alignment,Buckling risk,2,HIGH,2025-10-29,2025-10-31,2025-11-08,4.6,9,HIGH,Scheduled
ENG2163,AST0310,SEC010,Rail Replacement,Broken rail,3,MEDIUM,2025-02-20,2025-02-22,2025-03-22,6.6,11,MEDIUM,Scheduled
ENG2164,AST0369,SEC069,Track Geometry Correction,Gauge irregularity,4,LOW,2025-06-26,2025-06-29,2025-08-07,5.7,9,LOW,Completed
ENG2165,AST0141,SEC066,Track Alignment,Cant deficiency,2,HIGH,2025-11-10,2025-11-13,2025-11-25,7.9,4,HIGH,Completed
ENG2166,AST0364,SEC064,Rail Inspection,Corrugation,3,MEDIUM,2025-05-22,2025-05-23,2025-06-21,3.3,2,MEDIUM,Completed
ENG2167,AST0015,SEC015,Track Geometry Correction,Twist fault,4,LOW,2025-12-14,2025-12-17,2026-02-11,2.8,4,LOW,Completed
ENG2168,AST0316,SEC016,Rail Replacement,Broken rail,1,CRITICAL,2025-04-08,2025-04-11,2025-04-14,4.3,14,HIGH,Completed
ENG2169,AST0344,SEC044,Rail Inspection,Gauge deviation,3,MEDIUM,2024-12-31,2025-01-02,2025-01-27,8.6,11,MEDIUM,Completed
ENG2170,AST0344,SEC044,Rail Inspection,Worn rail head,4,LOW,2025-09-07,2025-09-07,2025-11-02,6.9,7,LOW,Pending
ENG2171,AST0051,SEC051,Ballast Maintenance,Fouled ballast,4,LOW,2025-07-16,2025-07-16,2025-09-07,2.0,4,LOW,Completed
ENG2172,AST0183,SEC033,Ballast Maintenance,Drainage blockage,2,HIGH,2025-04-28,2025-05-01,2025-05-10,11.5,7,HIGH,Pending
ENG2173,AST0350,SEC050,Track Alignment,Vertical misalignment,3,MEDIUM,2025-07-17,2025-07-20,2025-08-09,8.4,14,MEDIUM,Scheduled
ENG2174,AST0387,SEC012,Rail Replacement,End-post fracture,4,LOW,2025-12-17,2025-12-19,2026-02-15,3.7,13,LOW,Cancelled
ENG2175,AST0323,SEC023,Welding,Misaligned weld,4,LOW,2025-08-29,2025-08-31,2025-10-13,2.4,8,LOW,Pending
ENG2176,AST0118,SEC043,Welding,Weld depression,4,LOW,2025-08-31,2025-09-03,2025-10-04,4.8,5,LOW,Completed
ENG2177,AST0140,SEC065,Rail Inspection,Surface defect,4,LOW,2025-03-11,2025-03-12,2025-04-19,6.6,14,LOW,Scheduled
ENG2178,AST0083,SEC008,Rail Replacement,End-post fracture,3,MEDIUM,2025-08-22,2025-08-23,2025-09-21,9.3,4,MEDIUM,Pending
ENG2179,AST0253,SEC028,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-05-27,2025-05-30,2025-06-09,10.2,11,HIGH,Pending
ENG2180,AST0230,SEC005,Rail Replacement,Severely worn rail,4,LOW,2025-04-05,2025-04-07,2025-06-02,1.3,11,LOW,Pending
ENG2181,AST0293,SEC068,Track Alignment,Lateral misalignment,4,LOW,2025-03-11,2025-03-12,2025-04-14,6.3,8,LOW,Completed
ENG2182,AST0168,SEC018,Welding,Weld crack,1,CRITICAL,2025-11-29,2025-12-01,2025-12-04,3.7,3,HIGH,Scheduled
ENG2183,AST0222,SEC072,Track Alignment,Buckling risk,5,LOW,2025-02-20,2025-02-20,2025-04-16,2.4,4,LOW,Completed
ENG2184,AST0366,SEC066,Track Alignment,Cant deficiency,1,CRITICAL,2025-01-20,2025-01-23,2025-01-27,4.6,7,HIGH,Completed
ENG2185,AST0027,SEC027,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-09-07,2025-09-10,2025-09-29,1.2,7,MEDIUM,Completed
ENG2186,AST0046,SEC046,Rail Replacement,End-post fracture,4,LOW,2025-06-19,2025-06-21,2025-08-14,6.3,11,LOW,Completed
ENG2187,AST0210,SEC060,Rail Inspection,Rail crack,2,HIGH,2025-02-24,2025-02-26,2025-03-07,11.1,15,HIGH,Completed
ENG2188,AST0004,SEC004,Welding,Misaligned weld,3,MEDIUM,2025-06-11,2025-06-13,2025-06-30,11.4,9,MEDIUM,Completed
ENG2189,AST0119,SEC044,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-07-11,2025-07-12,2025-08-04,1.4,3,MEDIUM,Pending
ENG2190,AST0336,SEC036,Track Alignment,Cant deficiency,2,HIGH,2025-11-16,2025-11-18,2025-11-25,3.1,3,HIGH,Scheduled
ENG2191,AST0384,SEC009,Sleeper Replacement,Cracked sleeper,1,CRITICAL,2025-04-08,2025-04-11,2025-04-14,1.6,14,HIGH,Scheduled
ENG2192,AST0161,SEC011,Track Alignment,Lateral misalignment,4,LOW,2025-09-30,2025-10-03,2025-11-04,6.2,11,LOW,Pending
ENG2193,AST0328,SEC028,Welding,Thermit weld defect,4,LOW,2025-11-19,2025-11-22,2026-01-21,7.4,2,LOW,Completed
ENG2194,AST0008,SEC008,Track Alignment,Lateral misalignment,1,CRITICAL,2025-02-05,2025-02-07,2025-02-13,8.4,9,HIGH,Scheduled
ENG2195,AST0029,SEC029,Welding,Weld crack,3,MEDIUM,2025-05-25,2025-05-27,2025-06-25,3.1,10,MEDIUM,Pending
ENG2196,AST0299,SEC074,Turnout Maintenance,Crossing nose defect,4,LOW,2025-09-20,2025-09-20,2025-11-12,4.6,2,LOW,Pending
ENG2197,AST0155,SEC005,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-09-13,2025-09-15,2025-10-09,8.9,3,MEDIUM,Completed
ENG2198,AST0215,SEC065,Turnout Maintenance,Switch tongue wear,5,LOW,2025-04-05,2025-04-06,2025-05-19,8.6,11,LOW,Completed
ENG2199,AST0373,SEC073,Turnout Maintenance,Switch tongue wear,4,LOW,2025-07-14,2025-07-15,2025-08-12,6.4,12,LOW,Cancelled
ENG2200,AST0313,SEC013,Sleeper Replacement,Missing sleeper,4,LOW,2025-04-28,2025-04-30,2025-06-02,6.9,3,LOW,Scheduled
ENG2201,AST0291,SEC066,Welding,Thermit weld defect,4,LOW,2025-04-05,2025-04-07,2025-05-02,7.7,10,LOW,Scheduled
ENG2202,AST0072,SEC072,Track Alignment,Cant deficiency,2,HIGH,2025-08-21,2025-08-24,2025-09-01,6.2,2,HIGH,In Progress
ENG2203,AST0384,SEC009,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-09-03,2025-09-04,2025-09-15,3.1,7,HIGH,Scheduled
ENG2204,AST0287,SEC062,Welding,Thermit weld defect,3,MEDIUM,2025-07-02,2025-07-03,2025-07-25,9.5,11,MEDIUM,Completed
ENG2205,AST0047,SEC047,Rail Inspection,Surface defect,5,LOW,2025-04-09,2025-04-12,2025-06-06,11.6,4,LOW,Cancelled
ENG2206,AST0026,SEC026,Track Alignment,Vertical misalignment,3,MEDIUM,2025-08-23,2025-08-24,2025-09-19,6.7,4,MEDIUM,Completed
ENG2207,AST0212,SEC062,Rail Inspection,Worn rail head,1,CRITICAL,2025-07-21,2025-07-22,2025-07-25,8.4,6,HIGH,Scheduled
ENG2208,AST0093,SEC018,Track Alignment,Buckling risk,2,HIGH,2025-04-13,2025-04-14,2025-04-27,4.5,12,HIGH,Cancelled
ENG2209,AST0172,SEC022,Welding,Thermit weld defect,3,MEDIUM,2025-05-05,2025-05-06,2025-05-25,10.1,11,MEDIUM,Completed
ENG2210,AST0203,SEC053,Turnout Maintenance,Point mechanism fault,4,LOW,2025-02-25,2025-02-25,2025-04-04,11.6,14,LOW,Completed
ENG2211,AST0253,SEC028,Track Geometry Correction,Twist fault,3,MEDIUM,2025-02-23,2025-02-25,2025-03-17,5.8,14,MEDIUM,Completed
ENG2212,AST0263,SEC038,Rail Replacement,End-post fracture,2,HIGH,2025-10-15,2025-10-15,2025-10-25,1.2,11,HIGH,Scheduled
ENG2213,AST0355,SEC055,Welding,Thermit weld defect,3,MEDIUM,2025-03-02,2025-03-03,2025-03-31,2.9,14,MEDIUM,Pending
ENG2214,AST0329,SEC029,Rail Inspection,Rail crack,4,LOW,2025-02-26,2025-03-01,2025-04-15,2.0,12,LOW,Completed
ENG2215,AST0095,SEC020,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-07-17,2025-07-18,2025-08-17,10.7,8,MEDIUM,Pending
ENG2216,AST0234,SEC009,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-03-26,2025-03-27,2025-04-18,4.6,13,MEDIUM,Scheduled
ENG2217,AST0372,SEC072,Welding,Weld crack,3,MEDIUM,2025-07-26,2025-07-26,2025-08-21,8.2,7,MEDIUM,Scheduled
ENG2218,AST0248,SEC023,Welding,Thermit weld defect,3,MEDIUM,2025-08-18,2025-08-21,2025-09-08,8.1,8,MEDIUM,Completed
ENG2219,AST0386,SEC011,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-03-01,2025-03-04,2025-03-23,1.3,6,MEDIUM,Completed
ENG2220,AST0162,SEC012,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-04-06,2025-04-09,2025-05-02,1.1,14,MEDIUM,Completed
ENG2221,AST0113,SEC038,Rail Inspection,Rail crack,5,LOW,2025-08-04,2025-08-06,2025-10-11,8.2,10,LOW,Completed
ENG2222,AST0180,SEC030,Ballast Maintenance,Drainage blockage,5,LOW,2025-03-18,2025-03-19,2025-05-01,9.1,11,LOW,Cancelled
ENG2223,AST0211,SEC061,Ballast Maintenance,Fouled ballast,4,LOW,2025-08-10,2025-08-13,2025-09-14,10.9,13,LOW,Pending
ENG2224,AST0066,SEC066,Turnout Maintenance,Switch tongue wear,4,LOW,2025-04-19,2025-04-22,2025-05-30,2.6,11,LOW,Scheduled
ENG2225,AST0080,SEC005,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-03-05,2025-03-08,2025-03-21,6.9,9,HIGH,Scheduled
ENG2226,AST0372,SEC072,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-08-14,2025-08-15,2025-09-02,2.1,7,MEDIUM,Scheduled
ENG2227,AST0093,SEC018,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-08-05,2025-08-07,2025-08-24,8.2,7,MEDIUM,Completed
ENG2228,AST0102,SEC027,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-06-07,2025-06-08,2025-07-01,7.0,6,MEDIUM,Cancelled
ENG2229,AST0271,SEC046,Turnout Maintenance,Point mechanism fault,4,LOW,2025-11-17,2025-11-18,2025-12-20,9.9,10,LOW,Completed
ENG2230,AST0387,SEC012,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-01-01,2025-01-01,2025-01-30,10.7,14,MEDIUM,Completed
ENG2231,AST0099,SEC024,Track Geometry Correction,Twist fault,3,MEDIUM,2025-04-30,2025-05-03,2025-05-20,9.6,11,MEDIUM,Scheduled
ENG2232,AST0129,SEC054,Rail Replacement,Rail end batter,1,CRITICAL,2025-09-26,2025-09-26,2025-09-30,3.1,8,HIGH,Pending
ENG2233,AST0036,SEC036,Track Alignment,Vertical misalignment,1,CRITICAL,2025-08-04,2025-08-06,2025-08-09,8.6,4,HIGH,Pending
ENG2234,AST0028,SEC028,Sleeper Replacement,Cracked sleeper,5,LOW,2025-12-01,2025-12-02,2026-01-13,3.1,4,LOW,In Progress
ENG2235,AST0211,SEC061,Rail Replacement,End-post fracture,4,LOW,2025-11-24,2025-11-24,2026-01-16,7.4,12,LOW,Cancelled
ENG2236,AST0086,SEC011,Welding,Weld depression,4,LOW,2025-01-25,2025-01-27,2025-03-05,6.6,6,LOW,Pending
ENG2237,AST0179,SEC029,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-11-13,2025-11-13,2025-11-28,11.1,14,MEDIUM,Completed
ENG2238,AST0277,SEC052,Rail Replacement,Broken rail,4,LOW,2025-10-16,2025-10-18,2025-12-13,10.3,5,LOW,Cancelled
ENG2239,AST0223,SEC073,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-09-03,2025-09-03,2025-10-18,6.5,4,LOW,In Progress
ENG2240,AST0232,SEC007,Track Geometry Correction,Cross-level error,4,LOW,2025-10-09,2025-10-12,2025-11-14,7.3,15,LOW,Scheduled
ENG2241,AST0132,SEC057,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-04-07,2025-04-08,2025-05-02,3.5,3,MEDIUM,Completed
ENG2242,AST0094,SEC019,Rail Inspection,Corrugation,4,LOW,2025-12-11,2025-12-13,2026-02-06,1.6,9,LOW,Cancelled
ENG2243,AST0093,SEC018,Rail Inspection,Rail crack,3,MEDIUM,2025-01-05,2025-01-07,2025-01-24,3.7,7,MEDIUM,Completed
ENG2244,AST0058,SEC058,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-02-22,2025-02-25,2025-03-13,12.0,5,MEDIUM,Scheduled
ENG2245,AST0266,SEC041,Track Geometry Correction,Alignment defect,2,HIGH,2025-10-25,2025-10-28,2025-11-10,8.7,6,HIGH,Completed
ENG2246,AST0174,SEC024,Sleeper Replacement,Cracked sleeper,4,LOW,2025-04-11,2025-04-12,2025-05-11,7.8,15,LOW,Pending
ENG2247,AST0165,SEC015,Turnout Maintenance,Crossing nose defect,4,LOW,2025-03-19,2025-03-22,2025-05-03,9.9,13,LOW,Scheduled
ENG2248,AST0135,SEC060,Sleeper Replacement,Broken concrete sleeper,1,CRITICAL,2025-09-25,2025-09-26,2025-10-02,8.9,14,HIGH,Completed
ENG2249,AST0205,SEC055,Track Geometry Correction,Twist fault,5,LOW,2025-09-11,2025-09-13,2025-12-06,6.9,4,LOW,Completed
ENG2250,AST0350,SEC050,Ballast Maintenance,Fouled ballast,4,LOW,2025-05-06,2025-05-06,2025-06-19,7.5,14,LOW,Pending
ENG2251,AST0061,SEC061,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-12-02,2025-12-03,2025-12-22,3.5,4,MEDIUM,Completed
ENG2252,AST0262,SEC037,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-02-18,2025-02-18,2025-02-21,2.6,7,HIGH,Pending
ENG2253,AST0361,SEC061,Rail Replacement,End-post fracture,4,LOW,2025-09-14,2025-09-14,2025-11-02,9.8,15,LOW,Pending
ENG2254,AST0093,SEC018,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-09-10,2025-09-10,2025-10-07,12.0,11,MEDIUM,Pending
ENG2255,AST0073,SEC073,Rail Inspection,Surface defect,4,LOW,2025-04-21,2025-04-21,2025-06-14,8.0,13,LOW,Pending
ENG2256,AST0026,SEC026,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-07-15,2025-07-17,2025-08-01,4.7,4,HIGH,Cancelled
ENG2257,AST0157,SEC007,Welding,Weld crack,2,HIGH,2025-09-14,2025-09-14,2025-09-29,4.9,14,HIGH,Completed
ENG2258,AST0039,SEC039,Rail Inspection,Worn rail head,3,MEDIUM,2025-09-14,2025-09-17,2025-10-11,7.9,3,MEDIUM,Completed
ENG2259,AST0319,SEC019,Track Alignment,Lateral misalignment,5,LOW,2025-09-19,2025-09-22,2025-12-12,10.5,15,LOW,Pending
ENG2260,AST0251,SEC026,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-05-18,2025-05-18,2025-06-03,1.0,10,MEDIUM,Completed
ENG2261,AST0125,SEC050,Welding,Weld depression,4,LOW,2025-01-29,2025-01-30,2025-03-17,5.8,9,LOW,Completed
ENG2262,AST0080,SEC005,Ballast Maintenance,Vegetation growth,2,HIGH,2025-03-29,2025-04-01,2025-04-08,2.1,2,HIGH,Scheduled
ENG2263,AST0026,SEC026,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-07-26,2025-07-29,2025-08-16,8.7,12,MEDIUM,Completed
ENG2264,AST0081,SEC006,Track Alignment,Buckling risk,3,MEDIUM,2025-10-12,2025-10-13,2025-11-07,3.9,3,MEDIUM,Scheduled
ENG2265,AST0151,SEC001,Track Alignment,Cant deficiency,2,HIGH,2025-05-15,2025-05-18,2025-05-27,10.4,3,HIGH,In Progress
ENG2266,AST0028,SEC028,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-04-14,2025-04-16,2025-05-14,2.7,14,MEDIUM,Pending
ENG2267,AST0089,SEC014,Rail Replacement,Severely worn rail,1,CRITICAL,2025-11-16,2025-11-17,2025-11-24,5.6,2,HIGH,Completed
ENG2268,AST0104,SEC029,Ballast Maintenance,Drainage blockage,2,HIGH,2025-08-04,2025-08-05,2025-08-18,9.0,11,HIGH,Cancelled
ENG2269,AST0296,SEC071,Welding,Thermit weld defect,1,CRITICAL,2025-05-15,2025-05-16,2025-05-20,10.4,4,HIGH,Cancelled
ENG2270,AST0267,SEC042,Turnout Maintenance,Switch tongue wear,1,CRITICAL,2025-05-04,2025-05-06,2025-05-09,10.2,11,HIGH,Completed
ENG2271,AST0093,SEC018,Rail Inspection,Worn rail head,1,CRITICAL,2025-08-31,2025-08-31,2025-09-04,9.6,10,HIGH,Pending
